	transcript	start	end	role	BC	folder	each_role	index
244	부모님께서	1093.071	1096.444	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	312
245	예 또 그렇고 여자친구도	1095.464	1098.375	client	2	1	['cs', 'ct', 'ct', 'ct', 'ct']	313
246	번 한 적이 있긴 하거든요	1100.775	1102.255	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	315
247	나를 만족시켜 주는 사람도 없고	1106.61	1109.05	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	317
248	음	1106.81	1109.18	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	318
249	얘기하면 할 말이 없긴 하죠	1117.922	1119.442	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	319
250	네	1118.602	1121.409	client	0	1	['ct', 'ct', 'ct', 'cs', 'ct']	321
251	삶이 아니라고 느껴지시는지 부분이 있잖아요	1140.799	1143.479	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	322
252	어 그러니까 주변 사람들이랑요	1142.879	1148.383	client	0	1	['cs', 'ct', 'ct', 'ct', 'ct']	323
253	음 부분들 어 그 부분은	1162.856	1166.976	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	324
254	어	1163.416	1168.909	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	325
255	내가	1164.456	1167.376	counselor	0	1	['cs', 'cs', 'cs', 'ct', 'cs']	326
256	데서가 더 큰 것 같은데	1171.549	1174.189	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	327
257	음	1171.869	1173.449	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	328
258	저는 좀 누가 서운해한다	1172.949	1177.629	client	2	1	['cs', 'ct', 'ct', 'ct', 'ct']	329
259	혹은 삐진다 하면은	1175.269	1179.549	client	1	1	['ct', 'cs', 'ct', 'ct', 'ct']	331
260	음	1176.676	1179.085	counselor	0	1	['cs', 'ct', 'ct', 'ct', 'cs']	332
261	되게 미안하기도 하고 짜증 나거든요	1180.229	1184.509	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	333
262	나라는 게 좀 답답한 거죠	1191.027	1192.827	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	335
263	음	1191.387	1193.27	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	336
264	피곤해도 여자친구가 보자고 하면은 보고	1194.972	1198.772	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	337
265	으음	1195.732	1198.292	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	338
266	먹은 게 좀 시간이 됐다	1208.652	1210.532	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	339
267	수 있잖아요 같이 식사하고 싶을	1212.172	1214.55	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	341
268	좀 부정적으로 다가오는 것 같고	1220.51	1222.35	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	343
269	음	1220.79	1222.948	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	344
270	서운함을 풀어줘야 된다는 뭔가 귀찮음과	1223.552	1229.112	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	345
271	음	1224.072	1229.145	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	346
272	압박감이 있는 것 같아요	1228.485	1230.792	client	1	1	['cs', 'ct', 'ct', 'ct', 'ct']	347
273	관계에 있는 대상들의 어떤 감정을	1234.472	1237.552	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	348
274	네	1234.952	1237.361	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	349
275	좀 표현하면서 다독거려 다독여줘야 되는	1240.573	1244.013	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	350
276	대한 부분들에 대한 어 힘듦이신가요	1244.773	1249.093	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	352
277	네 그런 것 같아요	1247.893	1250.334	client	2	1	['cs', 'ct', 'ct', 'ct', 'ct']	353
278	느껴지는 생각은 어떤 생각이 드시나요	1259.343	1261.943	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	354
279	억울하다가 좀 큰 것 같아요	1264.723	1267.483	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	355
280	음	1265.603	1266.87	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	356
281	느끼고 나는 별말 안 하는데	1270.403	1272.683	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	357
282	음	1271.363	1273.251	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	358
283	그런 걸 잘 안 하거든요	1277.213	1278.533	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	359
284	이런 것 때문에 짜증을 낸다든가	1278.733	1283.253	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	361
285	티를 막 그렇지 않아가지고 잘	1284.013	1286.373	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	363
286	다가오는 것 같아요 저 스스로한테	1295.526	1297.326	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	365
287	음 음	1296.046	1300.004	counselor	1	1	['ct', 'ct', 'ct', 'cs', 'cs']	366
288	왜 나한테 요구해 나는 요구하지	1319.707	1322.347	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	368
289	네 이 생각이 들어가요 그러면서	1322.92	1324.58	counselor	3	1	['cs', 'cs', 'cs', 'cs', 'cs']	370
290	억울함이 있어요	1323.5	1325.66	counselor	1	1	['cs', 'cs', 'ct', 'cs', 'cs']	372
291	네	1324.22	1325.919	client	0	1	['cs', 'ct', 'cs', 'cs', 'ct']	373
292	나의 것을 표현을 안 하세요	1336.276	1339.356	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	374
293	음 그니까 하기는 하는데	1338.916	1346.599	client	2	1	['cs', 'ct', 'ct', 'ct', 'ct']	375
294	좋게 얘기하려는 편인 것 같고	1351.599	1354.879	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	377
295	얘기하면은 되게 공격적으로 다가오는 것	1358.999	1361.759	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	379
296	네	1360.479	1362.167	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	380
297	뭔가 감정 푸는 상대가 아닌데	1364.493	1367.733	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	381
298	으음	1365.373	1367.525	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	382
299	나한테 감정을 풀지 처럼 되게	1367.853	1370.653	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	383
300	으음	1368.093	1370.587	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	384
301	공격적으로 다가오는 것	1369.413	1371.693	client	2	1	['ct', 'cs', 'ct', 'ct', 'ct']	385
302	같아요	1370.653	1372.493	client	0	1	['ct', 'ct', 'ct', 'cs', 'ct']	387
303	지점이 좀 있으신 것 같아요	1373.86	1375.9	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	388
304	네	1374.1	1375.634	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	389
305	좀 배제하는 마음은 어떤 마음이신가요	1391.013	1394.093	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	390
306	게 그냥 겪고 싶지 않아서	1400.421	1402.621	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	391
307	그것도 어찌 보면 회피했던	1402.251	1405.541	client	1	1	['cs', 'ct', 'ct', 'ct', 'ct']	393
308	방법 중 하난 것 같아요	1405.541	1407.141	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	395
309	음	1405.901	1407.108	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	396
310	그니까 거기서 드러내면은 충돌이 되니까	1408.159	1411.959	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	397
311	음	1408.319	1411.766	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	398
312	내가 감정을 드러내면 안 된다처럼	1413.639	1417.599	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	399
313	도망가는 것 같아요	1415.719	1418.799	client	0	1	['ct', 'cs', 'ct', 'ct', 'ct']	401
314	갈등이 일어난 상황들이 좀 있으신가요	1420.132	1422.372	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	402
315	적이 많지는 않은 것 같아요	1427.242	1429.162	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	403
316	대신에 이제 그렇게 계속 참다가	1429.162	1433.322	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	405
317	음	1429.402	1432.391	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	406
318	너무 제 입장일 수는 있는데	1455.043	1457.083	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	407
319	음 그렇죠	1456.043	1460.028	counselor	0	1	['ct', 'ct', 'ct', 'cs', 'cs']	408
320	에 그렇게 폭발하는	1456.956	1460.269	client	0	1	['cs', 'cs', 'ct', 'ct', 'ct']	409
321	내가	1458.468	1460.428	counselor	0	1	['cs', 'ct', 'ct', 'ct', 'cs']	410
322	것	1458.769	1460.429	client	0	1	['ct', 'ct', 'ct', 'cs', 'ct']	411
323	참은	1459.469	1460.828	counselor	0	1	['ct', 'ct', 'cs', 'ct', 'cs']	412
324	같아요	1459.949	1461.029	client	0	1	['ct', 'cs', 'ct', 'cs', 'ct']	413
325	하되 조금 공격적으로 표현이 되시니까	1478.419	1482.379	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	414
326	네	1478.979	1482.524	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	415
327	자연스럽게 표현을 해보신 경험은 있으신가요	1522.143	1525.143	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	416
328	그 잘 없는 것 같아요	1534.39	1536.19	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	417
329	쌓였다가 폭발하는 식으로만 표출이 됐지	1537.35	1541.87	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	419
330	음	1538.27	1540.958	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	420
331	작게는 많지는 않은 것 같아요	1544.03	1545.99	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	421
332	때문에 안 하게 되시는 건가요	1555.488	1557.208	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	422
333	네	1555.928	1557.72	client	1	1	['cs', 'cs', 'cs', 'cs', 'ct']	423
334	아	1556.208	1558.369	counselor	0	1	['cs', 'cs', 'cs', 'ct', 'cs']	424
335	좀 미숙하다고 스스로 느껴지는 것	1565.68	1567.76	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	425
336	같기도 해요	1566.96	1568.64	client	1	1	['ct', 'ct', 'cs', 'ct', 'ct']	427
337	부정적으로 좀 느끼신 경험이 있으세요	1575.765	1578.085	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	428
338	그 어떤 말이죠	1577.005	1580.238	client	1	1	['cs', 'cs', 'ct', 'ct', 'ct']	429
339	굉장히 부정적으로 느끼신 경험이 있으세요	1588.224	1590.864	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	430
340	되게 많이 그러는 것 같아요	1594.243	1596.123	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	431
341	부정적으로 느꼈던 대상이 어느 분이실까요	1598.451	1601.251	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	432
342	어 그러니까 주로 부모님이랑은	1600.451	1606.84	client	1	1	['cs', 'ct', 'ct', 'ct', 'ct']	433
343	그게 좀 있는 것 같아요	1614.44	1615.84	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	435
344	음	1614.64	1616.394	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	436
345	제가 분리를 못하는 것 같아요	1627.802	1629.842	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	437
346	그니까 뭐	1629.162	1631.149	client	0	1	['ct', 'ct', 'cs', 'ct', 'ct']	439
347	조금 자세하게 이야기를	1630.389	1633.658	counselor	0	1	['ct', 'ct', 'cs', 'cs', 'cs']	440
348	네네	1630.549	1634.49	client	0	1	['ct', 'cs', 'cs', 'cs', 'ct']	441
349	좀 해주시면 좋을 것	1633.49	1634.698	counselor	0	1	['ct', 'cs', 'cs', 'cs', 'cs']	442
350	그 뭔가	1633.818	1635.05	client	0	1	['cs', 'cs', 'cs', 'ct', 'ct']	443
351	같아요	1634.258	1635.058	counselor	0	1	['cs', 'cs', 'ct', 'ct', 'cs']	444
352	사례로 말하라 그러면 좀 어려운데	1635.33	1638.05	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	445
353	뭐 집 가고 싶은데 저는	1642.49	1644.25	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	447
354	음	1642.69	1644.685	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	448
355	왜 벌써 가냐고 확 삐지고	1647.379	1650.579	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	449
356	음	1647.699	1650.68	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	450
357	그런 모습을 보이는데	1648.339	1652.339	client	1	1	['ct', 'cs', 'ct', 'ct', 'ct']	451
358	여자친구도 머리로는 알거든요	1651.539	1654.179	client	1	1	['ct', 'cs', 'ct', 'ct', 'ct']	453
359	피곤하면 당연히 갈 수도 있고	1654.179	1657.219	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	455
360	음	1654.819	1656.531	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	456
361	그 좀 배려할 수도 있는데	1657.219	1658.619	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	457
362	좀 이제 그러지 않고 서운하면	1664.905	1666.985	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	459
363	서운하다고 바로 표현을 하거든요	1666.861	1669.065	client	2	1	['cs', 'ct', 'ct', 'ct', 'ct']	461
364	피로함으로 저한테 다가왔던 것 같아요	1671.023	1674.583	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	463
365	음	1671.623	1674.025	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	464
366	뭐 다음에 보자라던가	1672.943	1678.036	client	1	1	['ct', 'cs', 'ct', 'ct', 'ct']	465
367	음	1673.045	1677.968	counselor	0	1	['cs', 'ct', 'ct', 'ct', 'cs']	466
368	있어야 된다고 저는 생각이 드는데	1686.916	1688.556	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	467
369	아	1687.236	1688.944	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	468
370	바로 그게 오니까	1688.196	1691.007	client	1	1	['ct', 'cs', 'ct', 'ct', 'ct']	469
371	음	1688.224	1690.752	counselor	0	1	['cs', 'ct', 'ct', 'ct', 'cs']	470
372	입장에서는 확 공격적으로 다가오는 것	1691.207	1694.087	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	471
373	오	1692.687	1694.382	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	472
374	같아요 네	1693.447	1694.847	client	0	1	['ct', 'ct', 'cs', 'ct', 'ct']	473
375	짜증 내지 않고 삐지지 않고	1699.48	1702.28	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	474
376	네	1699.96	1702.706	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	475
377	이제 표현을 했다면 어떻게 다가오세요	1716.947	1719.907	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	476
378	어 훨씬 고마울 것 같고	1720.312	1724.032	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	477
379	예	1720.592	1723.79	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	478
380	내가 피곤하고 이런 상황인 건데	1733.161	1737.161	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	479
381	응	1733.961	1736.208	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	480
382	되냐라고 생각할 것 같기는 해요	1742.081	1743.521	client	0	1	['ct', 'ct', 'ct', 'ct', 'ct']	481
383	이기기 위해서	1742.681	1745.603	counselor	0	1	['ct', 'ct', 'ct', 'cs', 'cs']	482
384	또 본인 입장을 얘기한다는 거	1752.698	1755.698	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	483
385	으응 응 응응 응	1754.098	1756.329	counselor	0	1	['ct', 'cs', 'cs', 'cs', 'cs']	484
386	어쨌든 내 입장을 얘기했고	1755.529	1757.898	client	1	1	['cs', 'ct', 'ct', 'ct', 'ct']	485
387	좀 서운해도 참는 게 아니라	1757.898	1760.298	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	487
388	응	1758.138	1759.977	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	488
389	것 같기는 해요 저는 네	1762.698	1766.83	client	0	1	['ct', 'ct', 'ct', 'ct', 'ct']	489
390	하면 조금 덜 미성숙하게 느껴지시나요	1835.025	1837.625	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	490
391	네네	1835.225	1838.282	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	491
392	이제 우진님은 어떻게 표현을 하실까요	1848.987	1852.027	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	492
393	만약에 그렇게 얘기한다면요	1851.027	1855.123	client	0	1	['cs', 'cs', 'ct', 'ct', 'ct']	493
394	어떻게 표현을 하실 것 같으세요	1858.115	1860.155	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	494
395	되는가 라고 얘기할 것 같아요	1864.965	1868.085	client	0	1	['ct', 'ct', 'ct', 'ct', 'ct']	495
396	얘기를 꼭 지금 해야 되니	1870.436	1872.276	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	496
397	네 그렇게 얘기하지 않을까요	1871.396	1874.607	client	0	1	['cs', 'ct', 'ct', 'ct', 'ct']	497
398	좀 참지	1873.127	1878.791	counselor	1	1	['ct', 'ct', 'ct', 'cs', 'cs']	498
399	네	1873.687	1878.921	client	0	1	['ct', 'ct', 'cs', 'cs', 'ct']	499
400	왜 너는 못참니	1876.031	1881.271	counselor	1	1	['cs', 'ct', 'cs', 'cs', 'cs']	500
401	나는 참는데	1878.951	1882.311	counselor	0	1	['cs', 'cs', 'ct', 'cs', 'cs']	502
402	좀 그게 있는 것 같아요	1882.497	1883.897	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	503
403	여자친구 거예요 그 타당한 거거든요	1916.096	1920.816	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	504
404	주는 게 좋을 것 같아요	1937.757	1938.797	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	506
405	네	1937.877	1939.26	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	507
406	계속 갈등이 발생이 되기 때문에	1975.946	1977.786	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	508
407	네	1976.266	1978.029	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	509
408	수 들어 가시는지 하게 되시는지	1990.046	1994.406	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	510
409	왜 그런지요	1991.366	1995.818	client	0	1	['cs', 'cs', 'cs', 'ct', 'ct']	511
410	영향을 받으셨을 거예요 아까 말씀하셨듯이	2014.453	2016.853	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	512
411	회피를 하던 게 습관이 됐으니까	2020.304	2022.824	client	0	1	['ct', 'ct', 'ct', 'ct', 'ct']	513
412	네	2021.264	2025.441	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	514
413	네	2021.344	2023.144	client	0	1	['ct', 'ct', 'ct', 'cs', 'ct']	515
414	하시면 되게 힘들어하실 것 같아요	2056.227	2058.547	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	516
415	그동안 굉장히 힘드셨을 것 같아요	2066.468	2069.988	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	518
416	아 네	2067.308	2069.712	client	0	1	['cs', 'cs', 'cs', 'ct', 'ct']	519
417	네 굉장히 힘드셨을 것 같아요	2069.988	2076.228	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	520
418	네	2072.028	2073.974	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	521
419	아주 많이 힘드셨을 것 같아요	2076.228	2078.388	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	522
420	아 그래요	2076.708	2078.364	client	0	1	['cs', 'cs', 'cs', 'ct', 'ct']	523
421	네	2077.228	2079.108	counselor	0	1	['cs', 'cs', 'ct', 'ct', 'cs']	524
422	그렇게까지 생각하지는 않았던 것 같은데	2102.32	2106.96	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	525
423	생각하는 것들도 있는 것 같아요	2113.995	2115.515	client	0	1	['ct', 'ct', 'ct', 'ct', 'ct']	527
424	좀 합리화 하시는 부분이 있으세요	2117.521	2120.321	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	528
425	네	2117.681	2119.939	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	529
426	갈등이 있으시죠 나 내면에는 음	2195.672	2198.552	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	530
427	네	2196.312	2198.358	client	0	1	['cs', 'cs', 'cs', 'cs', 'ct']	531
428	구체적으로 어떻게 하셨던 것 같으세요	2219.881	2222.281	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	532
429	그니까 어떤 지점들이 그런 삶이냐고	2223.346	2226.706	client	0	1	['ct', 'ct', 'ct', 'ct', 'ct']	533
430	네	2223.666	2226.92	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	534
431	여쭤보신	2223.986	2227.306	client	0	1	['ct', 'ct', 'ct', 'cs', 'ct']	535
432	어머님	2224.586	2227.32	counselor	0	1	['ct', 'ct', 'cs', 'ct', 'cs']	536
433	건가	2225.546	2227.666	client	0	1	['ct', 'cs', 'ct', 'cs', 'ct']	537
434	내가 그 삶을 살았다고 느껴지시나요	2232.4	2234.52	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	538
435	막 그렇게 행동한 건 없거든요	2237.136	2240.856	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	539
436	부모님이 원하니까 이렇게 행동해야지 했다라기보다는	2254.558	2260.838	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	541
437	마음에 안 들어하실 수도 있으니까	2280.622	2282.902	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	543
438	음	2280.862	2283.634	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	544
439	대해서 대화하기가 어려운 것 같아요	2295.28	2297.84	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	545
440	음	2295.44	2298.163	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	546
441	큰 선택들을 부모님에 의해서 했다라기보다는	2300.168	2303.488	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	547
442	하고 있는 것 같아요 네	2306.248	2310.128	client	0	1	['ct', 'ct', 'ct', 'ct', 'ct']	549
443	가치관으로 응 사실 잘 모르잖아요	2321.488	2324.38	counselor	1	1	['cs', 'cs', 'cs', 'cs', 'cs']	550
444	많이 어 불편해하시는 부분이 있으신가요	2333.708	2338.028	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	552
445	네 그런 것 같아요	2337.268	2339.655	client	1	1	['cs', 'ct', 'ct', 'ct', 'ct']	553
446	음	2338.295	2340.045	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	554
447	같아요 뭐 TV에 사람 나와도	2342.335	2344.455	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	555
448	응	2342.455	2344.51	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	556
449	하는 걸 너무 많이 봤고	2346.055	2347.535	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	557
450	아	2346.255	2348.111	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	558
451	뭐 그냥 같이 얘기할 때도	2348.376	2351.136	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	559
452	응	2348.536	2350.758	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	560
453	누구가 어때서 그랬다	2349.776	2354.136	client	1	1	['ct', 'cs', 'ct', 'ct', 'ct']	561
454	다른 사람을 입에 올리시기도 하고	2354.256	2356.976	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	563
455	응	2354.576	2357.18	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	564
456	어떤 사회 현상들에 대해서도	2356.6	2359.724	client	1	1	['cs', 'ct', 'ct', 'ct', 'ct']	565
457	되게	2358.324	2361.484	client	1	1	['ct', 'ct', 'ct', 'cs', 'ct']	567
458	조금 고리타분한 부분들이 있고	2360.11	2364.004	client	2	1	['cs', 'ct', 'ct', 'ct', 'ct']	569
459	응	2361.484	2364.326	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	570
460	얘기를 안 하게 되는 것	2364.964	2366.164	client	2	1	['ct', 'ct', 'ct', 'ct', 'ct']	571
461	같아요	2365.284	2366.604	client	0	1	['ct', 'ct', 'ct', 'cs', 'ct']	573
462	어떤 사람이 된 것 같으세요	2372.31	2373.71	counselor	0	1	['cs', 'cs', 'cs', 'cs', 'cs']	574
463	지분을 되게 인정하는 것처럼 느껴져요	2377.741	2380.341	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	575
464	음	2378.181	2382.214	counselor	0	1	['ct', 'ct', 'ct', 'ct', 'cs']	576
465	행사됐는가 평가되는 것처럼 느껴지는 것	2389.301	2392.381	client	1	1	['ct', 'ct', 'ct', 'ct', 'ct']	577
